coupon_id,coupon_code,coupon_description,discount_type,discount_value,start_date,end_date,minimum_purchase,maximum_discount,usage_limit,usage_count,created_at,updated_at
77773,56DV-JX4A,Hot play book let very reveal themselves hour meeting never trouble level view three movie total never during war far.,Fixed Amount,58.43,10/01/2022,06/04/2023,154.93,88.91,786,923,2022-05-15T06:26:42,2021-05-11T08:51:07
77774,HZYI-G0XG,Throw similar nation structure early try quite store affect bar treat account fight tonight physical however.,Fixed Amount,50.16,02/05/2023,08/08/2023,441.94,74.83,683,660,2021-12-11T18:22:39,2020-01-05T09:07:52
77775,OC78-SCKZ,Common nature choice health particularly thank process cost board degree identify.,Percentage,42.33,05/07/2023,02/21/2024,266.75,36.94,148,805,2020-07-23T16:00:05,2020-10-18T12:27:08
77776,KW5R-9ANC,Treatment forget fine senior only only project amount leg down top.,Fixed Amount,97.57,07/02/2023,07/06/2023,256.18,25.69,232,84,2021-03-07T17:07:31,2022-01-31T06:04:09
77777,F5M8-XBB5,Ball drug when strong effort recent thousand space cost not report understand test perform watch behavior for play few beautiful probably.,Percentage,52.98,09/23/2022,05/21/2023,410.99,81.29,328,424,2022-01-10T03:52:59,2021-01-09T02:24:01
77778,5N86-J36Q,Hotel traditional direction there happy until care view reach outside magazine wife nothing once.,Percentage,80.85,01/26/2023,06/30/2023,74.08,42.33,128,787,2021-04-30T13:09:55,2023-04-21T22:56:01
77779,AXH1-ADUL,Rich food wide land billion political world range treat home agree score leader fine Democrat recently wait key character.,Fixed Amount,35.11,12/07/2022,09/25/2023,253.62,71.35,475,340,2022-10-17T11:32:41,2022-08-31T20:43:43
77780,7DXF-OCO4,Decision series onto live there executive institution arm rich.,Percentage,17.64,04/25/2023,12/22/2023,498.07,86.28,725,304,2021-04-20T23:25:55,2022-10-09T06:34:08
77781,JTAO-HVIH,Available could executive follow speech film notice believe value government style nothing social happy class receive shake.,Fixed Amount,73.08,03/05/2023,05/22/2023,72.36,13.15,554,889,2022-04-19T04:53:41,2020-05-14T09:29:01
77782,1QYN-A56T,Believe know notice month me later near certainly fine knowledge forget side many learn international it side structure either company billion.,Percentage,42.64,03/12/2023,02/11/2024,252.96,54.52,474,256,2020-09-04T23:53:27,2023-01-08T19:47:52
77783,RYES-NGMV,Election nor development against small imagine trade may owner experience dog parent.,Percentage,98.8,07/11/2023,05/27/2024,112.62,40.28,449,26,2022-04-30T21:36:30,2021-11-30T21:13:37
77784,3IST-YABQ,Happen either range decade rather society notice tonight much else.,Percentage,56.22,08/11/2022,07/20/2023,377.83,28.02,979,109,2022-04-25T03:29:10,2022-01-10T21:50:22
77785,G0RE-A9BY,Also data leave young major later look begin region film try bank today try training.,Percentage,89.73,06/23/2023,06/27/2023,443.22,49.54,22,118,2022-04-03T22:56:55,2022-02-09T15:08:44
77786,4L15-EXF7,Bill understand program local vote old issue time idea official hundred.,Fixed Amount,95.47,08/18/2022,08/26/2022,451.7,59.19,490,460,2023-02-18T20:06:34,2020-12-22T09:11:22
77787,T3NL-CGMT,Challenge group herself set explain toward husband memory coach man nature.,Fixed Amount,81.2,12/04/2022,06/05/2023,130.67,30.49,912,410,2022-03-09T02:31:24,2023-07-23T17:42:56
77788,2OHY-7XY1,Republican away threat power training best pattern about citizen upon while fast organization country old discuss sport receive for.,Fixed Amount,84.66,09/18/2022,09/02/2023,247.27,52.77,67,246,2021-11-24T19:49:39,2021-09-23T17:44:51
77789,TBCE-4GVK,Voice sound there create entire any note candidate fish stand player day claim politics tell rise reflect.,Percentage,3.56,05/19/2023,08/25/2023,362.69,12.26,229,748,2020-10-27T06:46:56,2022-01-31T10:23:52
77790,JH7B-FY6M,According condition soldier structure behind wear president season lay program dog training be sea though factor their age.,Percentage,26.95,06/05/2023,05/14/2024,335.8,80,227,485,2023-03-18T11:32:27,2021-12-30T12:01:40
77791,I8U2-9PHL,Consider expert behavior usually yard get discuss think window relate win impact act.,Percentage,77.38,11/23/2022,10/07/2023,25.84,43.35,701,174,2021-09-08T06:01:07,2021-10-08T01:26:35
77792,XIPY-GWCI,Standard above long board college population former probably identify scientist moment whom.,Percentage,99.41,11/07/2022,08/06/2023,228.33,12.05,209,733,2020-04-12T19:34:59,2023-06-20T12:02:04
77793,TN25-N4AN,Brother worker far store vote together day himself court many wrong left beyond allow ask discussion establish.,Fixed Amount,95.17,03/02/2023,02/12/2024,400.56,26.7,780,667,2020-06-22T20:12:07,2021-09-06T08:04:49
77794,QNU0-AFOH,Action today party source over visit their business produce hospital art article visit small national market unit he west deal.,Percentage,2.19,02/22/2023,06/01/2023,360.65,89.84,889,660,2022-04-08T06:45:37,2021-05-04T04:28:32
77795,EADX-RT0Z,Name debate develop growth newspaper company practice simple option clearly light.,Fixed Amount,77.64,12/10/2022,01/20/2023,445.19,49.54,56,35,2023-03-18T14:11:19,2022-02-10T16:22:13
77796,KTHF-LX7S,Responsibility policy shoulder recent community happy in explain fight.,Percentage,7.88,12/13/2022,12/18/2022,119.21,38.69,715,583,2022-04-09T21:57:59,2022-10-11T01:10:11
77797,0XGF-HM3B,Develop herself social provide seven pattern today energy floor source total near.,Percentage,62.28,06/23/2023,07/13/2023,288.79,92.64,946,239,2021-04-24T05:23:16,2021-12-08T15:41:10
77798,ENU3-JM7Q,Their perhaps like see your analysis quite now help consumer cut woman officer.,Percentage,59.07,08/27/2022,11/05/2022,416.8,96.67,245,514,2020-01-04T05:54:40,2021-07-30T04:40:38
77799,WZTY-TTUY,Other impact economic song present peace mention born thought wall west imagine identify parent bad.,Percentage,43.17,07/24/2023,12/29/2023,113.29,32.42,996,536,2020-08-18T19:40:42,2021-08-05T21:45:29
77800,RQ9N-VIZC,Order world key research contain couple six radio compare yard thing recent send half.,Percentage,95.56,12/24/2022,05/28/2023,162.86,66.48,988,415,2020-12-27T09:36:36,2023-06-07T07:21:10
77801,39IC-RZEK,Out include series yet small central involve station some win.,Fixed Amount,20.99,07/02/2023,04/29/2024,36.07,49.17,505,8,2021-08-01T17:48:40,2022-01-22T04:37:22
77802,918B-SSV7,Act teach economy hair I enough very alone even eye treatment draw agreement when whether practice ever level.,Fixed Amount,78.46,06/16/2023,10/02/2023,481.73,85.49,168,629,2022-05-21T01:39:03,2023-06-23T07:32:12
77803,0P0M-81OW,Price raise eat democratic first dog occur organization wind back.,Fixed Amount,1.57,01/06/2023,11/05/2023,417.91,58.14,840,523,2021-01-08T04:50:15,2022-04-25T03:28:49
77804,FTMU-PCE2,Current behind along mind environment among would if consumer rock.,Fixed Amount,62.19,10/15/2022,09/17/2023,233.98,62.49,255,502,2022-06-09T11:56:23,2021-10-17T19:45:53
77805,NNW4-38EG,Page cultural American at interest Congress list feel care poor describe few political increase technology capital.,Fixed Amount,75.17,07/12/2023,05/28/2024,121.3,85.26,571,123,2020-12-08T16:59:05,2023-06-08T02:06:09
77806,U0YA-8BOO,Whole large thought maintain machine pretty degree western four security head notice town third gun husband human since born.,Percentage,83.11,11/25/2022,09/10/2023,404.29,55.94,905,578,2023-04-02T08:36:09,2020-03-21T04:08:57
77807,1YW1-JOCC,Team half camera forward support like market short set while remember kind too only.,Percentage,66.61,02/28/2023,10/09/2023,101.2,42.82,827,280,2023-02-21T13:52:14,2023-01-31T00:57:51
77808,DBOU-70RN,Not firm spend treatment many deep cell design mean position bad perform message final many its activity capital worker rule.,Fixed Amount,37.28,01/12/2023,12/31/2023,140.78,42.12,12,701,2022-10-26T18:33:00,2022-08-17T00:08:26
77809,STDZ-56QJ,Though party officer able catch general happen radio production us Mr those somebody century truth.,Fixed Amount,40.63,01/03/2023,01/30/2023,160.6,59.11,25,14,2020-06-11T03:17:09,2021-03-08T19:07:29
77810,RBWX-U4WN,Apply mouth hit authority respond evidence writer gas without ability college provide.,Percentage,33.28,05/23/2023,02/03/2024,41.2,59.96,270,39,2020-12-13T09:38:13,2020-04-12T07:38:10
77811,2066-P05Q,Father other clear such customer TV million include yard health sport field party happy.,Fixed Amount,57.04,07/08/2023,08/03/2023,53.1,73.89,307,772,2020-10-18T22:01:09,2023-07-25T19:37:24
77812,IMQ6-UYUB,Maybe much staff produce investment everybody nor movement door cold artist know main Mr.,Percentage,59.08,08/27/2022,02/24/2023,256.61,54.52,169,408,2023-06-06T15:19:35,2021-02-14T17:51:32
77813,GK9O-9OHN,Against strong take rise be every teacher dinner drive benefit still sign class hand little less sometimes discover prepare.,Fixed Amount,13.04,12/04/2022,09/18/2023,455.92,39.83,290,113,2022-05-24T11:04:37,2022-10-09T00:24:06
77814,TQWM-5K6P,Understand worker a defense hotel identify actually card daughter director mouth open so war cost area national leader.,Percentage,23.52,10/27/2022,08/07/2023,249.71,49.15,579,911,2023-03-20T01:33:37,2020-12-17T03:28:53
77815,OBGP-B566,Pull crime yourself over bar defense science for challenge.,Fixed Amount,8.38,03/13/2023,07/26/2023,475.62,10.6,110,572,2021-02-08T10:22:03,2023-07-17T15:40:35
77816,TMR5-Q2IE,Decision people stage far actually management everyone tough Mrs budget financial security public have.,Percentage,88.23,04/25/2023,08/19/2023,196.5,86.09,100,523,2021-07-28T12:46:53,2021-10-15T09:20:02
77817,DSQP-05CC,Environment woman picture can fall certainly under special player success single campaign research state style environmental box.,Percentage,67.89,06/04/2023,12/02/2023,152.67,90.89,298,60,2023-04-09T08:24:37,2020-11-24T13:49:46
77818,9TB3-277S,Help it will full successful record cost community recently simply cause bill huge spend I school quite human.,Percentage,86.97,02/03/2023,09/01/2023,359.34,97.48,786,766,2022-10-14T17:00:31,2023-07-19T16:46:57
77819,5ZLI-U2X2,Four home action sport statement return mention ok crime partner.,Percentage,3.41,12/08/2022,06/10/2023,458.51,64.97,184,767,2023-04-19T20:19:09,2021-10-12T21:20:03
77820,UVG5-XK4C,Carry project event place executive road job human life sometimes where interesting ever firm.,Percentage,65.76,08/21/2022,07/27/2023,87.19,93.24,555,462,2020-10-28T22:42:27,2021-12-11T08:20:25
77821,93RT-LYPF,Respond even hotel forward carry rather indicate soldier six not although strategy himself other chair recent sure nice ok.,Fixed Amount,88.74,02/20/2023,05/12/2023,344.58,21.2,399,988,2021-12-06T13:50:59,2020-08-05T03:13:23
77822,MDE5-8UTN,Play against activity cut investment relate race hard use speech cover water home miss.,Fixed Amount,7.09,08/17/2022,03/19/2023,443.83,41.75,47,388,2022-08-14T16:32:25,2022-10-24T13:10:24
77823,HI6W-ZM26,Kid strong light fire too still far like discuss while tonight goal sing want on election leg.,Percentage,96.88,01/27/2023,11/29/2023,114.06,34.69,409,255,2020-12-04T05:51:11,2023-07-20T19:04:08
77824,OWGG-APGW,Specific team part American administration people matter tend fight vote arrive bit debate near participant ground major sport we building.,Percentage,18.73,05/16/2023,05/01/2024,290.04,75.59,520,222,2021-11-06T09:02:24,2021-08-26T01:40:02
77825,9DLT-NX5B,Miss base stop week establish edge choose whom Mrs popular fire industry training clear mother.,Percentage,25.11,05/28/2023,02/11/2024,237.72,47.64,131,296,2021-05-04T19:22:39,2020-10-16T01:40:08
77826,34I1-HJNC,Discuss indicate view notice consider media just physical light herself help mention good pass coach.,Percentage,85.56,07/04/2023,02/19/2024,242.41,21.12,367,525,2020-09-13T03:26:41,2022-05-28T16:31:53
77827,PL2J-2WMW,Lose result always prove sea nature everyone door cup trial value community hear talk reflect president writer.,Fixed Amount,21.89,02/27/2023,02/01/2024,438.98,89.06,512,965,2020-02-27T20:45:55,2020-07-27T03:29:50
77828,GNOJ-7Q0W,Activity address oil peace the tonight every understand may music.,Percentage,30.89,10/27/2022,01/04/2023,472.98,79.16,573,612,2020-07-15T05:50:46,2021-10-10T20:05:10
77829,YP9Y-SM18,Another strong teach suffer without provide laugh drop grow public site chair change effect still two major different late.,Fixed Amount,85.07,03/03/2023,12/18/2023,59.73,59.28,35,5,2022-06-14T20:27:31,2023-02-07T17:59:09
77830,SNFF-JMDM,Blood top box enough heavy such away health friend the fall effect want hospital factor fire myself government floor head.,Percentage,88.86,11/06/2022,08/25/2023,225.17,56.14,989,944,2021-06-10T21:42:50,2020-06-20T17:28:11
77831,PJEE-9MSM,Black effort wide surface people return visit improve most production including act week collection be song economy.,Percentage,85.03,06/21/2023,08/01/2023,129.08,87.1,300,675,2023-07-26T08:09:03,2020-09-13T02:32:01
77832,7FTY-O2KW,Stay protect remember true meeting stay piece rather agency great from section cup property will task whom effect mother bank other.,Percentage,32.59,02/18/2023,11/24/2023,397.9,67.35,624,40,2021-08-20T03:01:08,2022-12-08T18:48:35
77833,193Z-TI7Y,Commercial mention they simple capital type education form serve six their fish your figure really speech follow certain billion message.,Fixed Amount,24.73,11/10/2022,07/03/2023,216.1,25.84,471,460,2020-03-17T05:33:59,2022-03-19T21:04:05
77834,A8IY-WIZ6,Care success pressure where strategy realize might wear with.,Fixed Amount,41.47,07/11/2023,08/15/2023,267.3,29.77,807,517,2022-03-10T02:15:30,2023-06-10T10:10:06
77835,FZPP-LDBJ,Draw trade seven camera friend hot truth Mr follow here entire do deep side condition appear.,Percentage,74.76,05/30/2023,09/26/2023,141.84,25.11,58,806,2020-07-23T01:56:59,2022-02-28T21:58:10
77836,8DAD-8PWL,Open store including drop these ago single note many interview during gun physical close individual.,Fixed Amount,48.78,04/13/2023,11/07/2023,94.12,5.31,617,835,2021-08-05T22:39:07,2021-01-24T18:10:28
77837,OJ3Y-N1Z5,Speech manager final huge cell sport letter rule question large where tree traditional myself indeed president.,Percentage,3.9,07/26/2023,01/14/2024,404.91,73.31,15,763,2023-05-11T01:18:14,2021-09-06T06:58:56
77838,K9Q2-ED2Y,Raise peace consumer everything civil throw look concern visit none fire huge near test various.,Fixed Amount,93.02,02/27/2023,01/06/2024,383.99,14.55,783,316,2023-01-27T14:37:58,2022-01-04T11:43:53
77839,H4P1-A9FK,Tax support side both play will beyond country for fall view.,Percentage,30.99,11/07/2022,08/29/2023,406.11,55.17,446,948,2021-08-15T04:28:25,2022-08-08T20:40:52
77840,N66Z-UXTH,By drive why season move boy white Mrs positive fire stock goal building boy interview manage.,Fixed Amount,5.07,09/18/2022,02/08/2023,364.37,48.35,413,339,2022-01-23T02:17:19,2021-06-02T14:07:53
77841,I4QW-TG62,Appear green above culture partner type significant level though inside data management drug first television right.,Fixed Amount,33.88,09/19/2022,06/13/2023,14.08,79.18,465,124,2021-10-17T14:18:07,2022-08-16T00:31:24
77842,YYG4-44FJ,From serious PM hit kitchen suggest approach watch small clearly page glass say child.,Percentage,66.79,07/17/2023,12/25/2023,263.18,88.52,164,161,2022-12-01T03:26:49,2023-05-14T08:29:45
77843,KRZX-NLS8,Film range field use notice prevent house police act indicate go either.,Fixed Amount,12.65,03/25/2023,06/17/2023,384.15,42.68,723,723,2023-08-02T01:55:04,2021-03-19T05:10:35
77844,KJ7O-PTJJ,Week learn specific suggest feeling cold create tend board control level despite first build prevent bill room send then.,Percentage,50.54,03/06/2023,12/30/2023,452.76,98.89,473,874,2021-03-03T21:13:51,2021-02-06T15:45:26
77845,8TIP-1N9L,Enough culture stage ok best leader officer mission sister customer join.,Fixed Amount,69.47,01/13/2023,05/13/2023,475.61,23.68,344,711,2020-09-23T18:08:56,2022-06-30T20:12:30
77846,IRM1-XY72,Republican camera factor color buy lay weight require third ask point fact do activity education huge.,Fixed Amount,13.65,10/23/2022,04/11/2023,353.31,91.42,140,434,2020-03-22T10:16:37,2023-02-07T17:12:16
77847,WPPC-Y4VU,Style south away treat south report leg research foreign condition key above share try into.,Percentage,42.48,08/22/2022,11/19/2022,66.73,50.99,726,627,2022-01-23T23:36:43,2020-12-20T13:25:22
